DateTime,AddedIPs,RemovedIPs
1591980260,18,14
1591981192,76,115
1591982169,13,12
1591982705,1350,1537
1591984089,15,7
1591984205,107,77
1591986016,9,9
1591986304,106,82
1591987925,8,13
1591989847,75,174
1591990446,122,179
1591991776,13,17
1591991870,82,26
1591993685,5,12
1591995612,211,276
1591996306,74,75
1591997535,8,13
1591997643,77,145
1591999704,59,154
1592000364,36,0
1592001254,44,80
1592001605,8,9
1592002794,74,135
1592003778,252,0
1592003920,42,6
1592004844,40,100
1592005690,9,7
1592006451,96,172
1592007619,8,13
1592007905,176,0
1592009102,504,0
1592009523,11,14
1592011462,450,140
1592011504,862,105
1592013366,5,3
1592015290,246,117
1592015645,208,203
1592015790,256,0
1592017219,5,9
1592019134,511,164
1592020205,63,126
1592021060,7,11
1592021721,45,74
1592022969,7,17
1592024906,161,184
1592025528,33,4
1592026443,36,123
1592026808,7,9
1592027574,62,49
1592028735,8,9
1592028931,48,58
1592030662,10,14
1592031607,135,201
1592032574,6,16
1592033104,51,16
1592033643,16,98
1592034492,6,13
1592035195,80,80
1592036418,9,12
1592036704,39,9
1592037806,50,165
1592038331,7,17
1592039674,81,135
1592040249,7,16
1592040843,44,180
1592042183,5,16
1592042212,46,48
1592043567,67,117
1592044087,10,519
1592045404,73,158
1592046008,231,0
1592046045,19,124
1592047939,11,17411
1592048043,17351,0
1592049851,8,5
1592050909,96,67
1592051767,14,16
1592052606,346,69
1592053701,14,5
1592055611,129,120
1592056846,82,86
1592057531,8,11
1592058304,54,0
1592059461,28,75
1592060588,1314,1310
1592061382,59,61
1592062211,255,0
1592062445,81,82
1592063304,14,5
1592063992,43,63
1592065210,13,10
1592065503,71,4
1592066043,30,70
1592067129,11,6
1592067597,55,62
1592069061,9,8
1592070969,95,122
1592072885,5,18
1592073243,75,102
1592074818,6,15
1592076732,99,453
1592076843,10,97
1592078649,7,11
1592079904,94,97
1592080578,12,19
1592082489,77,124
1592083503,86,66
1592084408,33,80
1592085592,148,125
1592086348,7,6
1592088252,13,15
1592088920,294,105
1592090172,225,0
1592090703,122,79
1592092105,8,6
1592094012,192,201
1592094844,45,58
1592095930,7,14
1592096395,136,155
1592097862,23,6
1592097904,66,6
1592099771,11,11
1592101687,189,114
1592102043,69,216
1592103622,5,9
1592103645,205,108
1592105533,56,4
1592106605,188,113
1592107453,7,9
1592108609,66,75
1592109380,8,8
1592111303,67,112
1592112843,67,191
1592113207,6,6
1592114407,342,115
1592115144,8,21
1592115904,72,5
1592117052,22,91
1592117993,172,72
1592118972,12,23
1592119345,46,4
1592120043,20,85
1592120903,16,7
1592121336,138,37
1592122808,10,19
1592123104,123,73
1592124728,9,12
1592126663,176,116
1592126705,65,45
1592128568,46,7
1592129709,266,115
1592130489,35,430
1592130844,27,58
1592132421,209,0
1592134333,243,136
1592135505,142,109
1592136499,40,6
1592137331,75,110
1592137440,0,2039
1592138652,116,95
1592140595,171,84
1592141105,41,9
1592142988,169,111
1592144890,83,70
1592145243,28,51
1592146837,25,5
1592148731,249,103
1592148843,26,112
1592150060,398,31
1592150893,31,6
1592151291,1521,308
1592152804,36,8
1592153992,328,204
1592154739,28,7
1592155812,118,7
1592156044,37,69
1592156646,17,10
1592157522,148,89
1592158565,26,10
1592159104,201,10
1592159643,30,58
1592160497,16,6
1592161212,451,104
1592162403,24,9
1592162681,142,4
1592163243,40,63
1592164324,25,11
1592164463,136,40
1592166261,28,8
1592168164,135,153
1592170086,400,145
1592170583,122,52
1592172026,27,6
1592173931,347,100
1592174044,95,67
1592176097,430,75
1592177106,177,19
1592178014,11,10
1592179125,180,197
1592179943,14,7
1592180703,73,36
1592181849,33,90
1592182344,124,29
1592183787,91,58
1592185026,92,84
1592185689,19,4
1592186390,170,139
1592187606,12,11
1592188211,68,20
1592188444,30,96
1592189541,13,7
1592190009,144,60
1592191449,18,4
1592191504,67,3
1592193369,11,8
1592194748,138,130
1592195302,14,5
1592195644,117,92
1592197211,18,4
1592199133,145,114
1592200208,50,76
1592201312,14,11
1592201844,74,77
1592202845,58,74
1592203207,20,7
1592204460,99,81
1592205126,11,11
1592206212,76,2
1592207063,24,10
1592207068,61,78
1592208964,21,9
1592209332,81,43
1592210048,118,90
1592210886,9,6
1592211222,82,20
1592212819,25,9
1592213648,150,107
1592214728,16,6
1592215070,65,23
1592216646,14,521
1592217248,0,21863
1592218580,119,111
1592220487,22249,0
1592220847,39,62
1592222411,27,8
1592222458,185,571
1592224346,154,21
1592224446,34,637
1592226511,397,651
1592227084,146,13
1592228045,80,93
1592228407,11,8
1592229612,1753,1099
1592230326,14,9
1592231104,143,8
1592232561,20,8
1592234557,784,433
1592235011,251,0
1592235248,109,93
1592236563,10,11
1592238482,204,46
1592238843,188,93
1592240411,14,3
1592242345,387,80
1592242443,43,51
1592244247,9,3
1592245489,350,49
1592246164,10,19
1592246854,243,328
1592248100,8,8
1592249104,453,37
1592250003,16,13
1592250232,189,73
1592251633,126,66
1592252168,13,18
1592253244,141,48
1592254086,8,11
1592254788,181,107
1592256019,12,26
1592256132,150,14
1592256843,42,94
1592257929,14,43
1592258454,0,22233
1592259844,71,64
1592259905,22298,0
1592260446,37,107
1592261782,8,51
1592261991,134,92
1592263685,307,0
1592264043,136,46
1592265616,13,10
1592267549,222,97
1592268607,139,117
1592269453,4,7
1592269853,66,49
1592271367,19,7
1592273310,274,137
1592274306,62,9
1592275208,29,4
1592275807,118,80
1592277129,12,7
1592279063,102,94
1592279403,166,52
1592280969,17,8
1592282043,138,102
1592282884,22,2
1592283419,60,40
1592284825,17,2
1592285106,80,153
1592285645,52,74
1592286726,13,2
1592287195,233,111
1592288350,72,2
1592288668,16,10
1592289244,147,57
1592290565,20,16
1592290795,164,117
1592292489,15,10
1592294435,164,141
1592294718,154,115
1592296331,12,6
1592296446,83,52
1592298496,198,161
1592299379,81,8
1592300409,51,76
1592301597,186,126
1592302343,15,743
1592303071,79,6
1592303642,41,75
1592304247,18,17
1592305197,0,24815
1592306165,1354,0
1592306705,23884,0
1592308099,16,4
1592310006,153,182
1592310611,2043,762
1592311924,593,88
1592313863,224,126
1592314445,522,97
1592315765,12,11
1592315996,336,140
1592317934,249,15
1592318044,66,59
1592319855,15,9
1592320590,523,142
1592321781,11,11
1592323695,468,660
1592324703,132,76
1592325606,17,6
1592326791,185,165
1592327544,11,10
1592328611,44,9
1592329447,32,120
1592330393,111,117
1592331365,14,13
1592331786,40,10
1592332444,45,57
1592333284,14,15
1592335208,130,110
1592335506,63,8
1592337123,9,21
1592337789,598,414
1592338104,43,140
1592339046,5,10
1592339665,59,117
1592340978,3,14
1592341190,116,177
1592342884,12,17
1592344146,206,162
1592344816,9,16
1592346744,9,14
1592346843,109,759
1592348649,250,0
1592349904,244,165
1592350568,7,5
1592351380,82,100
1592352762,11,5
1592353504,112,123
1592354650,39,70
1592355597,89,212
1592356565,9,13
1592357411,60,5
1592358509,12,13
1592358605,72,87
1592360406,8,8
1592361244,108,208
1592362327,5,7
1592362795,75,145
1592364272,8,11
1592364846,122,73
1592366164,14,14
1592366230,42,19
1592368084,13,10
1592368211,60,45
1592368446,21,62
1592370041,12,7
1592371932,158,44
1592373008,77,103
1592373927,17,13
1592374131,42,72
1592376034,26,15
1592376312,65,75
1592377193,77,83
1592377930,11,10
1592378706,96,10
1592379848,42,138
1592380456,46,31
1592381790,9,18
1592382304,139,65
1592383685,6,10
1592383806,92,91
1592385631,14,19
1592386443,137,108
1592387528,9,19
1592387690,72,24
1592389451,60,720
1592390048,66,65
1592391390,11,17
1592393288,529,105
1592393718,33,1378
1592395215,11,15
1592397136,174,300
1592398206,77,114
1592399049,17,6
1592400991,19,276
1592402890,214,497
1592403906,88,270
1592404805,19,24
1592406059,87,334
1592406754,23,18
1592407503,52,2
1592408043,27,83
1592408645,12,14
1592409417,65,48
1592410809,20,15
1592411644,78,270
1592412727,17,22
1592413189,56,193
1592414672,18,16
1592414704,56,9
1592416566,20,15
1592417281,91,427
1592418485,7,15
1592418844,52,245
1592420437,13,18
1592422332,158,206
1592422443,22,123
1592424247,19,19
1592425505,159,159
1592426189,24,14
1592428092,17,23932
1592429104,23847,0
1592430276,49,110
1592430997,95,41
1592432168,23,19
1592433243,1389,984
1592434087,14,13
1592434543,100,16
1592436033,336,0
1592436306,75,139
1592436845,19,58
1592437930,14,11
1592438393,82,187
1592439849,10,10
1592439906,63,6
1592440517,256,256
1592441781,31,88
1592441992,113,201
1592443685,11,14
1592444044,118,82
1592445615,9,25
1592447544,196,164
1592447644,37,85
1592449711,105,229
1592450704,70,2
1592451607,13,13
1592452772,165,159
1592453529,13,12
1592454309,73,6
1592455466,32,105
1592456390,72,315
1592457370,13,20
1592457906,57,41
1592458444,20,173
1592459285,7,11
1592459990,87,300
1592461210,16,20
1592462048,95,88
1592463127,7,12
1592463277,70,1
1592464451,60,259
1592465062,13,18
1592465738,65,71
1592466966,15,18
1592467001,67,51
1592468885,13,16
1592470838,187,326
1592472729,19,13
1592473426,138,362
1592474893,58,723
