DateTime,AddedIPs,RemovedIPs
1591438830,0,3
1591440740,0,1
1591442668,1,2
1591444576,1,1
1591446532,2,3
1591450591,0,1
1591452492,0,1
1591454411,2,5
1591456353,1,2
1591458281,1,1
1591460174,6,0
1591462107,1,2
1591464018,3,2
1591465932,0,1
1591467865,3,0
1591471689,1,1
1591474569,2,2
1591476501,9,2
1591478412,0,6
1591480338,1,1
1591482264,2,2
1591484194,2,0
1591486191,2,2
1591488184,3,1
1591490186,0,1
1591492090,0,1
1591494014,2,0
1591495944,1,0
1591497858,2,1
1591499771,1,0
1591501709,1,3
1591503614,2,0
1591505533,1,3
1591507466,50,0
1591509384,1,1
1591511296,3,0
1591515132,0,1
1591517313,0,2
1591519209,0,1
1591521147,1,0
1591523050,2,2
1591524974,1,0
1591526903,1,0
1591528820,1,1
1591532667,1,1
1591534568,2,0
1591538557,2,0
1591540481,1,2
1591542290,0,1
1591544189,2,1
1591546099,2,2
1591548030,0,1
1591549934,2,2
1591551883,2,1
1591553789,0,2
1591555693,2,0
1591557625,1,1
1591561492,1,12
1591563386,1,3
1591565305,2,1
1591567307,3,0
1591569142,1,2
1591571321,22,1
1591573317,0,2
1591577070,1,0
1591578983,2,0
1591580921,2,2
1591582818,0,1
1591584769,0,2
1591586667,0,1
1591588581,1,0
1591590536,2,2
1591592497,0,49
1591594341,3,2
1591596327,1,2
1591598219,3,1
1591600099,1,0
1591602015,2,0
1591603969,1,0
1591605858,1,0
1591607783,1,2
1591609693,1,1
1591611632,1,1
1591613535,4,0
1591615452,1,0
1591619289,0,1
1591621311,0,3
1591625056,2,3
1591627222,1,10
1591629383,5,1
1591631295,1,2
1591633232,1,2
1591635137,1,2
1591637097,8,1
1591638991,8,1
1591640893,2,1
1591642950,6,1
1591644754,1,0
1591646680,9,0
1591648585,3,1
1591650518,5,0
1591652413,4,1
1591654371,5,3
1591656255,0,17
1591658171,3,5
1591660130,5,1
1591662013,5,1
1591663937,4,1
1591665864,2,3
1591667773,4,1
1591669700,3,0
1591671700,1,0
1591673537,5,0
1591675521,5,1
1591677385,5,1
1591679312,3,0
1591681245,6,4
1591683134,2,2
1591685055,1,1
1591686982,2,2
1591688901,5,2
1591690888,4,0
1591692743,6,2
1591694660,4,1
1591696613,6,0
1591698520,4,2
1591700558,1,4
1591702362,2,0
1591704339,3,1
1591706192,7,0
1591708103,3,2
1591711953,3,1
1591713893,2,0
1591715773,1,0
1591717732,1,0
1591719619,3,2
1591721548,1,2
1591723467,2,3
1591725374,1,2
1591727291,1,1
1591729393,4,6
1591731386,0,1
1591733338,1,8
1591735227,2,5
1591737762,0,7
1591739779,3,4
1591741708,0,2
1591743826,6,2
1591745772,3,13
1591747757,2,5
1591749619,3,5
1591751529,3,2
1591753470,0,2
1591755379,1,0
1591757306,1,4
1591759229,1,8
1591761136,1,3
1591763063,2,7
1591765013,4,2
1591766898,3,5
1591769113,3,3
1591770975,4,4
1591772931,1,1
1591774825,1,4
1591776734,3,3
1591778665,2,5
1591780596,1,4
1591782493,5,4
1591784433,0,7
1591786332,1,3
1591788252,2,1
1591790184,6,3
1591792364,2,6
1591794324,1,3
1591796210,3,1
1591798257,3,0
1591800332,3,3
1591802195,5,3
1591804090,3,1
1591806013,1,5
1591807947,3,1
1591809875,2,3
1591811789,3,1
1591813709,1,1
1591815732,3,3
1591817556,4,0
1591819408,1,1
1591821375,1,2
1591823310,1,0
1591825237,4,1
1591827134,3,3
1591829064,0,2
1591830974,0,3
1591832893,0,3
1591834826,3,4
1591836735,3,3
1591838660,1,0
1591842497,0,2
1591845377,2,1
1591847294,0,1
1591849231,0,2
1591851193,1,3
1591853089,3,4
1591855018,1,4
1591856900,0,3
1591859012,5,1
1591860977,1,1
1591862911,2,2
1591864815,1,3
