DateTime,AddedIPs,RemovedIPs
1591488744,12,19
1591490651,11,26
1591492588,15,26
1591494504,8,26
1591496441,9,16
1591498336,28,20
1591500297,991,17
1591502173,34,13
1591504089,41,16
1591507209,30,20
1591509127,15,8
1591511063,16,12
1591512970,18,14
1591514890,17,9
1591516870,16,19
1591518845,21,19
1591520898,16,18
1591522808,10,20
1591524745,10,14
1591526648,13,19
1591528567,14,13
1591530502,12,14
1591532410,15,14
1591534328,23,14
1591536261,14,11
1591538165,19,14
1591540088,19,17
1591542978,40,13
1591544888,10,6
1591546812,8,12
1591548739,5,11
1591550647,7,7
1591552568,10,9
1591554503,16,12
1591556494,47,20
1591558393,1839,9
1591560502,1699,17
1591562424,1794,13
1591564331,1312,9
1591566256,50,9
1591568425,11,11
1591570339,18,17
1591572258,16,14
1591574184,10,17
1591576090,15,5
1591578159,21,15
1591579965,20,3
1591581940,14,9
1591583786,17,24
1591585699,21,8
1591587611,12,627
1591589550,16,35
1591591453,15,29
1591593372,13,15
1591595307,13,11
1591597225,13,11
1591599155,16,13
1591601077,10,10
1591602988,13,14
1591605265,61,21
1591607093,13,7
1591608981,18,11
1591610916,20,5
1591612816,14,11
1591614984,20,14
1591616903,13,9
1591618828,16,13
1591620740,14,14
1591622656,11,12
1591624589,13,18
1591626500,13,14
1591628648,10,35
1591630593,21,3
1591632503,18,7
1591634421,7,3
1591636338,6,8
1591638268,15,5
1591640184,17,9
1591642094,747,11
1591644029,21,1066
1591645934,115,1969
1591647856,20,1538
1591649786,29,1857
1591651958,36,622
1591653943,33,10
1591655805,18,23
1591657706,23,17
1591659621,19,24
1591661552,35,14
1591663463,22,23
1591665437,19,24
1591667308,18,24
1591669218,18,16
1591671137,29,20
1591673155,519,28
1591674974,2140,14
1591676899,1217,17
1591678985,1730,16
1591680972,1305,15
1591682894,11,10
1591684832,12,899
1591686977,11,27
1591688891,19,9
1591690828,14,15
1591692734,24,12
1591694654,16,7
1591696584,19,85
1591698503,15,16
1591701377,59,28
1591703289,15,13
1591705217,14,15
1591707133,21,15
1591709069,57,10
1591710970,49,37
1591712893,12,13
1591714888,58,11
1591716811,64,16
1591718720,215,18
1591720585,121,7
1591722517,15,6
1591724413,10,14
1591726362,19,17
1591728252,22,627
1591730170,24,16
1591732104,15,230
1591734009,27,18
1591735931,95,21
1591737753,16,15
1591739773,8,30
1591741700,15,14
1591743751,13,14
1591745551,19,11
1591747556,21,26
1591749392,33,20
1591751310,18,14
1591753221,18,19
1591755132,19,14
1591757066,20,17
1591758969,26,86
1591760889,20,2068
1591762824,13,1466
1591764738,31,1562
1591766650,10,1657
1591768581,15,167
1591770491,11,52
1591773370,64,14
1591775290,39,23
1591777225,25,19
1591779135,18,28
1591781056,21,17
1591782984,16,23
1591784915,26,18
1591787791,37,37
1591789691,35,45
1591791648,32,19
1591793615,43,45
1591795483,24,26
1591797368,30,18
1591799302,21,52
1591802193,39,106
1591804088,18,74
1591806011,18,322
1591807944,21,22
1591809873,17,17
1591811784,19,20
1591813703,31,26
1591816571,31,36
1591818521,19,18
1591820424,20,21
1591822333,31,20
1591824251,27,25
1591826185,22,9
1591828088,15,17
1591830967,36,26
1591832887,28,26
1591834822,64,30
1591836731,24,30
1591838656,27,26
1591840587,27,19
1591842493,27,24
1591845373,33,46
1591847291,20,99
1591849227,14,19
1591851187,1594,28
1591853067,3487,13
1591855013,3736,12
1591856894,2657,12
1591858959,2494,20
1591860971,282,14
1591862904,188,43
1591864809,33,7
