DateTime,Entries,UniqueIPs
1591486586,2315,2315
1591488497,2310,2310
1591490413,2295,2295
1591492343,2291,2291
1591494254,2280,2280
1591496196,2270,2270
1591498099,2270,2270
1591500024,2792,2792
1591501929,3262,3262
1591503861,3268,3268
1591505765,3298,3298
1591507691,3299,3299
1591510566,3304,3304
1591512502,3312,3312
1591514414,3316,3316
1591516328,3316,3316
1591518262,3320,3320
1591520168,3317,3317
1591522088,3316,3316
1591524973,3306,3306
1591526901,3305,3305
1591528817,3307,3307
1591530754,3305,3305
1591532665,3311,3311
1591534566,3315,3315
1591536490,3316,3316
1591538489,3321,3321
1591540479,3325,3325
1591542488,3332,3332
1591544419,3331,3331
1591546334,3331,3331
1591548249,3328,3328
1591550179,3333,3333
1591552088,3330,3330
1591554010,3329,3329
1591555941,3322,3322
1591557855,4556,4556
1591559768,6383,6383
1591561697,7910,7910
1591564578,10005,10005
1591566487,10008,10008
1591568423,10009,10009
1591570337,10011,10011
1591572257,10012,10012
1591574183,10008,10008
1591576090,10014,10014
1591578141,10017,10017
1591579965,10030,10030
1591581940,10035,10035
1591583785,10042,10042
1591585698,10050,10050
1591587610,9432,9432
1591589549,9413,9413
1591591452,9398,9398
1591593372,9400,9400
1591595306,9401,9401
1591597225,9401,9401
1591599155,9393,9393
1591601077,9394,9394
1591602985,9396,9396
1591605264,9438,9438
1591607067,9444,9444
1591608980,9452,9452
1591610915,9464,9464
1591612815,9466,9466
1591614983,9465,9465
1591616901,9468,9468
1591618828,9471,9471
1591620738,9469,9469
1591622656,9470,9470
1591624587,9466,9466
1591626499,9468,9468
1591628625,9458,9458
1591630591,9472,9472
1591632503,9483,9483
1591634420,9486,9486
1591636337,9483,9483
1591638268,9493,9493
1591640183,9503,9503
1591642093,10242,10242
1591644029,9198,9198
1591645933,7330,7330
1591647856,5805,5805
1591649786,3973,3973
1591651957,3378,3378
1591653942,3397,3397
1591655804,3392,3392
1591657704,3394,3394
1591659621,3384,3384
1591661551,3401,3401
1591663463,3399,3399
1591665436,3398,3398
1591667307,3392,3392
1591669218,3393,3393
1591671136,3400,3400
1591673154,3897,3897
1591674973,6030,6030
1591676897,7238,7238
1591678983,8956,8956
1591680970,10253,10253
1591682894,10253,10253
1591684831,9383,9383
1591686976,9366,9366
1591688891,9371,9371
1591690828,9370,9370
1591692733,9377,9377
1591694654,9383,9383
1591696583,9316,9316
1591698501,9319,9319
1591700438,9315,9315
1591702355,9352,9352
1591704316,9352,9352
1591706189,9350,9350
1591708099,9358,9358
1591710013,9409,9409
1591711949,9400,9400
1591713863,9407,9407
1591715769,9478,9478
1591717714,9543,9543
1591719611,9805,9805
1591721536,9813,9813
1591723463,9816,9816
1591725371,9808,9808
1591727288,9561,9561
1591730411,9215,9215
1591732328,9005,9005
1591734263,9018,9018
1591736169,9082,9082
1591738119,9079,9079
1591740983,9062,9062
1591742889,9059,9059
1591744828,9062,9062
1591746730,9060,9060
1591748653,9054,9054
1591750583,9063,9063
1591752491,9055,9055
1591755374,9056,9056
1591757294,9055,9055
1591759223,8818,8818
1591761130,6623,6623
1591763056,5326,5326
1591765001,3667,3667
1591766888,2121,2121
1591770029,2115,2115
1591771932,2116,2116
1591773850,2128,2128
1591775782,2145,2145
1591777696,2138,2138
1591779662,2139,2139
1591781544,2150,2150
1591783471,2145,2145
1591785425,2142,2142
1591787332,2151,2151
1591789256,2125,2125
1591791141,2141,2141
1591793090,2141,2141
1591795218,2142,2142
1591797184,2152,2152
1591799074,2122,2122
1591800971,2082,2082
1591802902,2037,2037
1591804881,1816,1816
1591806734,1695,1695
1591808668,1700,1700
1591810573,1702,1702
1591812499,1697,1697
1591814449,1699,1699
1591816329,1697,1697
1591818273,1702,1702
1591820168,1707,1707
1591822113,1715,1715
1591824028,1720,1720
1591825935,1730,1730
1591827854,1739,1739
1591829784,1744,1744
1591831690,1747,1747
1591834671,1757,1757
1591836514,1761,1761
1591838422,1770,1770
1591840335,1778,1778
1591842254,1776,1776
1591844190,1770,1770
1591846091,1760,1760
1591848971,1682,1682
1591851187,3253,3253
1591853067,6735,6735
1591854993,10441,10441
1591856893,13126,13126
1591858944,15624,15624
1591860754,15885,15885
1591862696,15999,15999
1591864573,16056,16056
1591866559,16060,16060
1591868420,16058,16058
1591870342,16066,16066
1591872271,16066,16066
1591874170,16065,16065
1591876094,16062,16062
1591878013,16056,16056
1591879945,16052,16052
1591881873,16699,16699
1591883774,16712,16712
1591885693,16717,16717
1591888244,16716,16716
1591890250,16709,16709
1591892180,17334,17334
1591894105,17417,17417
1591896009,18102,18102
1591897990,18483,18483
1591899855,18916,18916
1591901788,20736,20736
1591903711,21888,21888
1591905651,22736,22736
1591907566,23081,23081
1591909465,23601,23601
1591911373,24074,24074
1591913552,24771,24771
1591915453,25143,25143
1591917402,25423,25423
1591919307,25560,25560
1591921208,25560,25560
1591923128,25563,25563
1591925068,25563,25563
1591926969,25562,25562
1591928893,25567,25567
1591930925,25570,25570
1591932797,25575,25575
1591934898,25584,25584
1591936811,25545,25545
1591938742,23959,23959
1591940681,22255,22255
1591942575,20960,20960
1591944528,19968,19968
1591946408,19816,19816
1591948348,19758,19758
1591950266,19672,19672
1591952205,19669,19669
1591954087,19671,19671
1591957222,19687,19687
1591959134,19685,19685
1591961072,19686,19686
1591962971,19686,19686
1591964893,19689,19689
1591966887,19693,19693
1591968769,19166,19166
1591970688,18990,18990
1591972589,18982,18982
1591974503,18984,18984
1591976445,18988,18988
1591978331,18999,18999
1591980269,18343,18343
1591982174,17560,17560
1591984095,16997,16997
1591986024,16556,16556
1591987933,14403,14403
1591989854,11959,11959
1591991785,9934,9934
1591993691,8974,8974
1591996596,6977,6977
1591998488,5636,5636
1592000421,4408,4408
1592002339,3098,3098
1592004248,2800,2800
1592006181,2634,2634
1592008087,2635,2635
1592010971,2634,2634
1592012908,2621,2621
1592014814,2616,2616
1592016734,2621,2621
1592018683,2612,2612
1592020569,2604,2604
1592022506,2603,2603
1592025374,2602,2602
1592027293,2588,2588
1592029223,2580,2580
1592031130,1843,1843
1592033049,1839,1839
1592034983,1848,1848
1592036888,1852,1852
1592039775,1859,1859
1592041696,1855,1855
1592043639,1860,1860
1592045532,1824,1824
1592047450,1831,1831
1592049385,1832,1832
1592051315,7126,7126
1592054172,7130,7130
1592056091,7123,7123
1592058051,7129,7129
1592059931,7125,7125
1592061866,7131,7131
1592063771,7122,7122
1592065690,7124,7124
1592067716,9101,9101
1592069534,10128,10128
1592071700,11065,11065
1592073615,12425,12425
1592075545,13075,13075
1592077454,13073,13073
1592079372,13079,13079
1592081376,13072,13072
1592083210,13064,13064
1592085128,13064,13064
1592087063,12998,12998
1592088969,13006,13006
1592091176,13013,13013
1592093056,13009,13009
1592094986,12999,12999
1592096900,12999,12999
1592098831,12995,12995
1592100748,12992,12992
1592102655,12988,12988
1592104575,12997,12997
1592106512,12996,12996
1592108414,12993,12993
1592110335,12998,12998
1592112284,12997,12997
1592114193,12994,12994
1592116093,13000,13000
1592119211,13291,13291
1592121147,13291,13291
1592123083,13291,13291
1592124971,13298,13298
1592126888,13302,13302
1592129773,13294,13294
1592131731,13291,13291
1592133611,13288,13288
1592135574,13282,13282
1592137472,10324,10324
1592139532,9435,9435
1592141548,9433,9433
1592143963,9425,9425
1592145855,9424,9424
1592147771,9421,9421
1592149748,9417,9417
1592151619,9410,9410
1592153537,7606,7606
1592155473,6200,6200
1592157400,5100,5100
1592159291,3696,3696
1592161469,2360,2360
1592163383,2370,2370
1592165304,2387,2387
1592167212,2393,2393
1592169150,2396,2396
1592171052,2405,2405
1592172976,2420,2420
1592174907,2423,2423
1592176843,2491,2491
1592178734,2488,2488
1592180671,2502,2502
1592182571,2511,2511
1592184510,2508,2508
1592187385,2979,2979
1592189322,3229,3229
1592191211,3234,3234
1592193147,3239,3239
1592195055,3239,3239
1592196969,3240,3240
1592198908,3248,3248
1592200981,3258,3258
1592202978,3115,3115
1592204908,3333,3333
1592206813,3368,3368
1592208727,3367,3367
1592210692,3352,3352
1592212570,3356,3356
1592214501,3380,3380
1592216461,3820,3820
1592218336,3982,3982
1592220251,4002,4002
1592222192,4037,4037
1592224122,4904,4904
1592226175,6672,6672
1592228171,7934,7934
1592230116,9139,9139
1592232011,10564,10564
1592234571,11366,11366
1592236612,11406,11406
1592238493,11433,11433
1592241391,11461,11461
1592243287,11496,11496
1592245226,11508,11508
1592247154,11530,11530
1592249055,11540,11540
1592250983,11539,11539
1592252888,11540,11540
1592255790,11547,11547
1592257688,11540,11540
1592259624,11536,11536
1592261529,11539,11539
1592263448,11474,11474
1592265405,11476,11476
1592267293,11480,11480
1592270193,11495,11495
1592272091,11502,11502
1592274026,11503,11503
1592275933,11517,11517
1592277850,11526,11526
1592279801,11538,11538
1592281689,11554,11554
1592284568,11553,11553
1592287501,11544,11544
1592289388,11528,11528
1592291309,11525,11525
1592293215,11516,11516
1592295149,11523,11523
1592297073,11519,11519
1592299001,11526,11526
1592300909,11522,11522
1592302811,11264,11264
1592304733,11135,11135
1592306670,11333,11333
1592308573,11334,11334
1592310809,11313,11313
1592312914,11301,11301
1592314817,10665,10665
1592316758,10224,10224
1592318679,10194,10194
1592320577,10170,10170
1592322512,10140,10140
1592324420,10130,10130
1592326335,10114,10114
1592328270,10107,10107
1592330171,10077,10077
1592332415,10067,10067
1592334313,10051,10051
1592336177,10067,10067
1592338108,10066,10066
1592340033,10077,10077
1592341931,10080,10080
1592343870,10080,10080
1592345791,10090,10090
1592347701,10097,10097
1592349628,10096,10096
1592351531,10096,10096
1592353482,10091,10091
1592355373,10088,10088
1592357323,10084,10084
1592359401,10092,10092
1592361395,10095,10095
1592363296,10085,10085
1592365211,10083,10083
1592367158,10075,10075
1592369063,10075,10075
1592371006,10082,10082
1592372938,10088,10088
1592374812,10130,10130
1592376758,9763,9763
1592378652,10157,10157
1592380581,10207,10207
1592382531,10230,10230
1592384499,10261,10261
1592386365,10294,10294
1592388278,10303,10303
1592390420,10319,10319
1592392333,10107,10107
1592394282,10089,10089
1592396168,10101,10101
1592398116,10133,10133
1592400010,10120,10120
1592401953,10104,10104
1592403879,10098,10098
1592405792,10108,10108
1592407690,10106,10106
1592409684,10100,10100
1592411530,10102,10102
1592413456,10099,10099
1592415396,10091,10091
1592417298,10071,10071
1592419210,10091,10091
1592421178,10096,10096
1592423053,10102,10102
1592424969,10114,10114
1592426914,10118,10118
1592428811,10119,10119
1592430731,10140,10140
1592432650,10146,10146
1592434596,10165,10165
1592436492,10177,10177
1592438433,10186,10186
1592440363,10178,10178
1592443227,10175,10175
1592445238,10188,10188
1592447052,10210,10210
1592448998,11395,11395
1592450888,11394,11394
1592452835,11394,11394
1592454761,11392,11392
1592456658,11387,11387
1592458567,11382,11382
1592460763,11389,11389
1592462661,11387,11387
1592464569,11181,11181
1592466507,11024,11024
1592468410,11015,11015
1592470359,11013,11013
1592472269,10999,10999
1592474171,11000,11000
1592476088,10997,10997
