DateTime,AddedIPs,RemovedIPs
1591751328,91,80
1591752866,4,10
1591754459,72,61
1591755920,6,5
1591757424,73,12
1591758565,3,63
1591760061,6,9
1591761653,61,13
1591762948,4,8
1591763664,6,64
1591765854,19,7
1591768223,17,33
1591770108,8,5
1591771507,11,32
1591773453,12,33
1591775430,14,13
1591777110,11,29
1591779025,50,15
1591780309,25,21
1591781661,34,18
1591784157,407,381
1591784672,13,2
1591785263,20,25
1591786466,138,6
1591788323,46,9
1591788861,16,39
1591790157,112,5
1591791922,44,18
1591793425,145,16
1591794803,35,33
1591796070,26,18
1591797659,95,24
1591799122,17,7
1591799646,0,4612
1591801131,4704,0
1591802721,0,4704
1591804042,4806,0
1591806861,27,57
1591808117,135,31
1591809248,11,27
1591810458,4,15
1591812053,56,41
1591813522,6,7
1591815021,0,4867
1591816491,4870,0
1591817657,2,31
1591819257,91,62
1591820717,13,6
1591821262,5,30
1591822854,64,47
1591824158,32,2
1591825828,43,30
1591827542,5,35
1591828462,11,10
1591830048,67,40
1591831519,4,3
1591832061,2,9
1591833648,64,48
1591835126,12,4
1591836722,82,22
1591838156,11,46
1591839259,2,23
1591840853,0,4932
1591842319,4898,0
1591842865,2,44
1591844795,42,67
1591846459,28,7
1591848056,62,57
1591849525,40,7
1591850063,13,2
1591851283,9,2
1591852614,10,71
1591853656,32,7
1591857260,42,55
1591858464,35,2
1591859852,21,75
1591860856,4,11
1591862119,10,3
1591863920,39,18
1591864460,6,13
1591865883,6,10
1591867088,9,108
1591868061,11,22
1591869320,15,1
1591871658,38,140
1591872920,18,4
1591874330,13,63
1591876222,37,23
1591878321,28,48
1591878861,0,21
1591880455,3,34
1591881562,3,1
1591882460,1,5
1591884052,10,75
1591885519,11,0
1591887019,28,40
1591888789,5,68
1591889661,1,8
1591891253,21,64
1591893260,12,9
1591894854,3,53
1591896012,1,2
1591897152,2,6
1591898448,9,48
1591900457,24,33
1591901557,3,55
1591903005,4,5
1591904059,5,103
1591905270,360,70
1591907124,36,61
1591907658,0,10
1591909179,8,43
1591910491,5,4
1591912223,29,33
1591913846,5,45
1591914861,4,30
1591916455,67,57
1591917721,9,6
1591919197,33,59
1591921519,17,53
1591923019,41,9
1591924357,2,59
1591925661,24,9
1591927255,82,69
1591928722,3,5
1591929961,56,15
1591932175,31,65
1591932859,3,4
1591934330,34,28
1591935923,7,10
1591936460,13,9
1591937566,26,13
1591939416,23,5
1591940061,3,5
1591941251,37,4
1591943120,42,10
1591943655,6,5
1591945046,13,3
1591946662,0,8
1591947252,0,4337
1591948860,4272,0
1591950128,3,2
1591951825,15,47
1591953021,2,383
1591954458,4,30
1591956061,6,159
1591957504,7,1
1591959023,11,46
1591960395,6,95
1591961660,2,52
1591963250,30,119
1591964721,2,2
1591966220,6,56
1591968858,8,97
1591970141,8,12
1591971430,1,84
1591972462,4,7
1591974415,5,102
1591975521,5,2
1591977024,20,130
1591978927,29,49
1591979658,18,13
1591981244,8,56
1591982722,12,2
1591984220,15,16
1591986320,26,44
1591987462,29,56
1591990462,20,58
1591991882,41,12
1591993521,2,58
1591995020,12,73
1591996318,8,17
1591997660,23,16
1592000377,7,70
1592001271,4,9
1592002849,5,64
1592004310,4,2
1592004859,2,7
1592007921,71,83
1592009426,7,36
1592011522,3,68
1592013119,3,18
1592015660,4,63
1592016803,2,2
1592018723,5,66
1592020223,9,54
1592021736,6,13
1592022856,60,36
1592024458,18,10
1592025906,10,0
1592026457,1,27
1592027593,3,25
1592028947,7,27
1592030195,14,25
1592031657,66,28
1592033119,28,0
1592033658,5,36
1592035200,0,2339
1592036718,2350,0
1592037818,26,27
1592039689,48,31
1592040857,7,32
1592042227,5,6
1592043578,31,20
1592045420,12,25
1592047505,33,41
1592048056,1,5
1592049642,17,5
1592050939,10,0
1592052621,397,7
1592055259,72,46
1592056859,55,28
1592058320,20,2
1592058858,11,8
1592059959,10,6
1592061176,9,23
1592062458,44,15
1592064047,6,7
1592065517,8,0
1592066058,2,3
1592067653,3,9
1592068932,6,2
1592070624,24,27
1592073256,13,29
1592074852,11,380
1592076320,5,1
1592076858,3,29
1592078451,11,16
1592079924,3,1
1592080459,0,5
1592081557,22,28
1592083519,3,11
1592084056,0,6
1592085632,0,2397
1592087661,2404,0
1592088934,111,5
1592090718,9,27
1592091839,127,40
1592093372,4,26
1592094857,0,2557
1592096453,2564,0
1592097923,3,0
1592099386,153,15
1592102060,16,88
1592104505,215,44
1592105622,8,18
1592107135,170,34
1592108624,12,6
1592109261,2,23
1592110635,6,16
1592112861,11,73
1592115102,352,20
1592116459,11,1
1592118047,158,15
1592119358,7,0
1592120057,4,1
1592121349,118,5
1592123119,42,14
1592124447,133,6
1592126721,15,8
1592128221,182,24
1592129729,24,6
1592130858,7,2
1592132443,138,35
1592133918,12,6
1592135517,100,5
1592137342,12,11
1592138065,9,8
1592139643,111,9
1592141121,8,6
1592142717,105,8
1592144523,21,6
1592145258,3,4
1592146851,145,44
1592148322,28,4
1592148857,1,29
1592150072,114,12
1592151304,3,17
1592152459,17,19
1592154045,71,15
1592155441,16,3
1592156057,1,30
1592157534,108,42
1592159120,121,10
1592159658,2,10
1592161247,55,47
1592162694,6,3
1592163255,2,3
1592164476,74,10
1592165976,30,27
1592167918,100,37
1592169240,6,10
1592170597,5,7
1592172057,66,8
1592173224,9,1
1592174062,3,8
1592175653,175,32
1592177124,90,7
1592177657,4,35
1592179138,105,6
1592180721,15,27
1592181256,8,9
1592182356,78,6
1592183565,6,4
1592185040,25,11
1592186454,123,6
1592187924,3,5
1592188461,2,7
1592190273,100,14
1592191523,19,2
1592193024,103,69
1592195662,10,39
1592197958,7,9
1592199476,25,7
1592200572,4,15
1592201860,8,61
1592202864,24,32
1592204503,39,23
1592205925,20,5
1592207087,11,24
1592208563,13,22
1592210076,17,40
1592211240,14,1
1592212585,11,1
1592213667,5,36
1592215125,9,5
1592216427,2,5
1592217255,7,25
1592218562,29,2
1592220014,11,14
1592220863,6,13
1592222320,19,308
1592223925,39,13
1592224463,2,30
1592225959,358,47
1592227088,0,5331
1592228063,5373,0
1592231121,423,8
1592233755,592,75
1592235266,18,18
1592236472,138,7
1592238320,15,14
1592238860,1,9
1592240445,88,12
1592241919,9,4
1592242460,1,13
1592244048,128,13
1592245502,14,8
1592246867,160,19
1592249124,244,32
1592250245,123,5
1592251647,33,40
1592253264,37,6
1592254844,120,35
1592256160,92,9
1592256857,9,4
1592258454,0,7287
1592259925,7332,0
1592260461,10,27
1592262052,99,50
1592263206,17,6
1592264060,8,6
1592265650,91,40
1592267123,4,6
1592268625,104,57
1592271261,3,47
1592272852,110,76
1592274321,2,6
1592275826,89,35
1592277922,15,63
1592279424,116,15
1592282063,12,35
1592283438,5,17
1592285124,20,129
1592285665,20,39
1592287732,269,82
1592289262,142,22
1592290986,128,85
1592292325,37,2
1592293480,35,47
1592294732,143,83
1592296463,44,22
1592298055,111,105
1592299397,27,5
1592300062,21,16
1592303659,169,106
1592305250,112,66
1592306724,30,8
1592308011,45,24
1592310325,60,66
1592311829,20,66
1592314465,147,32
1592318065,98,143
1592319178,99,3
1592320604,39,94
1592321661,3,10
1592323120,61,67
1592324721,37,8
1592325256,39,18
1592326847,83,69
1592328318,6,10
1592328861,9,49
1592330413,0,8109
1592331802,8108,0
1592332460,17,10
1592334007,79,67
1592335519,9,6
1592336926,63,48
1592338119,5,66
1592339684,6,12
1592341206,59,56
1592342713,0,8081
1592344161,8173,0
1592346863,14,157
1592348510,155,109
1592349921,12,4
1592351396,64,35
1592353522,34,75
1592354062,2,7
1592355629,0,8067
1592357126,7928,0
1592358623,20,8
1592361258,6,148
1592362857,22,105
1592363995,16,1
1592364860,1,16
1592366245,9,7
1592367806,3,7
1592368461,2,30
1592371523,4,8
1592373024,13,40
1592374144,10,31
1592375661,13,19
1592377467,13,15
1592379264,41,22
1592380469,9,9
1592382322,57,16
1592383829,31,17
1592386460,55,14
1592387704,64,4
1592388811,8,41
1592390065,6,12
1592391379,26,3
1592393122,15,18
1592393664,1,32
1592394951,14,4
1592396727,8,221
1592398227,23,33
1592400864,43,283
1592402191,7,5
1592403921,38,199
1592404463,5,96
1592408060,37,98
1592409436,27,3
1592411660,12,73
1592413245,9,94
1592414719,2,3
1592415925,19,26
1592417301,20,141
1592418861,11,133
1592420460,43,82
1592421921,23,7
1592422458,1,32
1592423897,0,6559
1592425524,6530,0
1592426064,13,97
1592427587,0,6446
1592429118,6445,0
1592429660,2,16
1592431021,39,24
1592433258,50,109
1592434557,54,6
1592436324,17,102
1592436861,7,6
1592438461,33,119
1592439922,13,2
1592440462,2,10
1592442053,73,131
1592443528,18,3
1592444065,8,7
1592445733,36,94
1592447663,14,26
1592451266,81,149
1592452795,75,7
1592454327,8,17
1592454865,1,33
1592456459,23,304
1592457926,10,3
1592458462,3,104
1592460056,23,198
1592462065,35,33
1592463292,10,2
1592464465,21,187
1592465755,13,25
1592467022,7,23
1592468727,26,135
1592470012,32,24
1592472248,11,149
1592473443,8,55
1592474809,9,129
